"E20",1.00,1.00,0.00,0.00,61.44,50.83,61.24,75.88,24.86,34.90,45.35,32.25
"A06",1.00,2.00,0.00,0.00,89.94,57.97,70.82,95.44,36.65,54.24,71.11,53.32
"W/401",3.00,3.00,3.00,3.00,86.16,53.61,64.30,88.17,41.00,46.57,72.15,54.87
"455/65",3.00,3.00,3.00,3.00,103.15,56.27,71.12,94.34,44.41,56.58,89.53,68.92
"810",1.00,2.00,0.00,0.00,79.41,57.64,64.17,86.86,36.52,44.01,66.21,47.87
"C51",2.00,1.00,0.00,0.00,73.63,54.62,60.90,,30.32,43.52,58.66,40.58
"417",2.00,3.00,0.00,0.00,85.19,55.52,64.07,89.60,38.99,49.65,70.86,50.39
"890",2.00,3.00,0.00,0.00,92.01,60.47,67.54,91.22,35.33,54.43,77.00,54.76
"D61",1.00,1.00,1.00,1.00,,,,,,,,
"A54",2.00,2.00,0.00,0.00,77.63,53.80,60.30,82.55,34.28,47.40,62.34,47.71
"B93",1.00,2.00,0.00,0.00,82.82,54.82,63.95,84.79,35.27,47.89,66.45,46.68
"OV",3.00,3.00,3.00,3.00,97.80,,,,39.55,54.59,88.79,61.30
"F21/424",1.00,3.00,3.00,1.00,78.09,55.54,65.31,85.82,31.65,48.54,61.80,41.39
"A37 (61/A37?)",1.00,3.00,3.00,2.00,79.78,54.61,62.97,84.12,38.13,45.68,70.28,50.69
"512/32",3.00,3.00,3.00,3.00,103.79,57.31,74.10,94.29,40.31,54.75,85.78,65.09
"895",1.00,3.00,3.00,3.00,92.35,57.94,64.05,89.81,36.72,51.01,79.76,55.21
"A75",1.00,3.00,3.00,3.00,88.40,55.41,63.77,91.34,42.80,51.75,77.90,57.69
"Z4",3.00,3.00,0.00,0.00,,,,,33.79,,,58.86
"258",3.00,3.00,3.00,3.00,88.14,56.41,63.02,86.06,45.29,49.20,76.72,58.79
"28E",2.00,3.00,3.00,3.00,91.19,56.06,64.25,95.62,41.82,50.77,82.59,60.51
"297",3.00,3.00,3.00,3.00,85.93,52.70,66.36,87.69,36.35,46.61,69.32,54.09
"C15",1.00,3.00,3.00,2.00,71.37,54.68,61.37,83.38,37.57,42.90,58.34,40.63
"959",1.00,3.00,3.00,3.00,97.44,56.90,67.26,95.08,46.41,56.25,82.71,63.11
"F71",1.00,1.00,0.00,0.00,58.49,49.75,59.02,78.11,25.55,32.35,44.21,32.71
"V7",3.00,3.00,3.00,3.00,87.89,56.89,61.37,91.84,45.00,50.83,74.45,54.19
"A44",1.00,3.00,3.00,2.00,81.40,56.43,63.85,88.63,37.38,53.08,72.76,53.84
"666",3.00,3.00,3.00,3.00,95.78,59.42,67.13,94.34,47.15,53.14,83.97,61.35
"794",2.00,3.00,3.00,3.00,100.89,58.46,67.40,86.42,39.20,54.58,85.29,61.35
"668",3.00,3.00,3.00,3.00,86.08,54.38,65.78,88.62,44.66,51.88,70.96,53.95
"K7",3.00,3.00,0.00,0.00,101.80,,70.18,93.70,40.34,58.53,82.41,62.19
"A55",1.00,3.00,3.00,3.00,76.16,52.69,62.11,85.41,40.70,45.48,65.34,46.73
"863",1.00,3.00,3.00,3.00,78.02,53.31,61.55,82.79,38.57,46.90,71.67,52.17
"B18",1.00,2.00,0.00,0.00,84.04,51.89,62.32,83.77,36.19,45.32,67.61,50.31
"A83",1.00,3.00,3.00,3.00,85.87,55.13,63.99,91.86,41.09,51.42,76.05,55.85
"591",3.00,3.00,3.00,3.00,95.09,,69.58,94.01,41.49,58.29,83.61,62.28
"458",3.00,3.00,0.00,0.00,79.58,52.71,61.57,85.60,34.17,41.67,64.66,52.29
"705",1.00,3.00,3.00,1.00,64.90,53.85,58.18,81.50,30.60,42.13,53.30,36.71
"H17",1.00,1.00,0.00,0.00,61.13,50.22,59.79,76.57,25.41,32.84,45.20,32.79
"719",3.00,3.00,3.00,3.00,95.06,57.51,69.78,95.23,47.01,56.71,83.30,61.75
"F81",1.00,1.00,0.00,0.00,62.83,,59.85,,24.62,33.67,44.94,30.78
"E38",1.00,2.00,0.00,0.00,67.46,49.26,58.08,76.91,30.80,39.32,54.94,36.11
"D96 & Fetus",1.00,3.00,3.00,1.00,76.69,49.88,61.10,78.99,30.95,42.75,60.07,42.26
"B78",1.00,3.00,0.00,0.00,77.42,52.88,64.33,84.00,35.30,40.23,65.42,45.33
"879",2.00,3.00,3.00,3.00,94.47,54.28,68.51,92.31,35.79,45.48,78.53,57.78
"C68",1.00,2.00,2.00,1.00,72.70,55.10,64.52,84.72,30.51,40.04,56.55,41.04
"B87 INF 1984",1.00,1.00,1.00,1.00,57.15,47.73,57.94,75.32,24.64,31.68,40.57,30.64
"992",1.00,3.00,3.00,1.00,81.35,58.03,66.45,89.03,34.00,49.72,69.44,49.60
"969",1.00,3.00,0.00,0.00,,,,,,,,
"C57",1.00,3.00,3.00,3.00,75.12,53.24,62.24,83.49,38.10,48.22,61.52,42.38
"C80",1.00,3.00,3.00,1.00,72.82,51.57,61.17,81.77,33.29,42.81,61.53,41.87
"FC",3.00,3.00,3.00,3.00,,48.77,60.04,84.40,35.57,45.75,70.30,54.00
"F01",1.00,1.00,1.00,1.00,65.11,51.97,59.69,78.33,31.84,41.32,51.33,31.81
"C37",,,,,,,,,,,,
"A30",1.00,3.00,3.00,3.00,85.98,56.13,63.32,90.06,38.16,49.98,73.68,50.87
"C79",1.00,3.00,3.00,2.00,76.21,58.18,64.24,87.56,35.64,47.85,63.73,44.44
"5D",3.00,3.00,0.00,0.00,100.68,62.47,72.21,89.08,40.08,51.02,,67.54
"973",2.00,3.00,3.00,3.00,100.37,58.94,67.47,94.41,46.84,54.75,84.70,63.61
"648",3.00,3.00,3.00,3.00,94.45,55.96,65.71,84.33,40.45,54.84,78.42,59.68
"A79",,,,,,,,,,,,
"686",1.00,2.00,0.00,0.00,80.55,55.17,63.51,88.08,35.15,44.51,69.23,51.25
"C01",1.00,2.00,0.00,0.00,78.86,52.17,64.44,83.85,33.34,42.44,62.38,42.91
"599",3.00,3.00,3.00,3.00,97.98,,68.20,89.99,42.49,51.41,84.73,56.38
"E26",1.00,2.00,0.00,0.00,68.10,49.94,60.00,76.82,29.77,39.56,53.66,34.94
"7H",3.00,3.00,0.00,0.00,89.57,55.43,68.01,92.56,33.32,51.29,71.58,57.93
"651",3.00,3.00,0.00,0.00,95.80,58.06,66.05,90.57,40.63,56.31,78.40,62.14
"D40",1.00,2.00,0.00,0.00,76.08,51.19,59.24,81.58,33.40,44.34,62.17,43.32
"640",3.00,3.00,3.00,3.00,96.69,56.76,66.97,88.56,44.11,55.66,85.42,60.34
"C90",1.00,3.00,0.00,0.00,75.31,51.63,60.19,79.27,27.84,40.56,60.04,39.25
"7E",3.00,3.00,0.00,0.00,103.78,,72.25,92.77,44.63,58.28,85.71,60.47
"946",3.00,3.00,0.00,0.00,77.84,52.32,63.35,87.45,36.88,44.60,66.61,50.36
"981",1.00,3.00,3.00,2.00,82.53,51.31,63.69,83.15,34.01,43.69,72.66,51.64
"F31",1.00,2.00,0.00,0.00,69.41,51.54,61.64,79.97,22.39,36.30,53.39,34.82
"687",3.00,3.00,3.00,3.00,94.61,55.97,67.96,87.03,43.11,53.65,84.83,64.59
"C73",1.00,2.00,0.00,0.00,79.99,53.03,63.21,82.47,29.18,45.72,63.43,45.78
"910",2.00,3.00,3.00,3.00,95.23,57.08,68.11,97.72,49.49,58.28,81.63,58.29
"790",3.00,3.00,3.00,3.00,82.69,55.22,62.76,84.54,34.69,49.02,68.02,50.17
"238",3.00,3.00,0.00,0.00,85.21,49.28,60.63,82.12,39.16,44.79,75.43,53.97
"E56",1.00,3.00,3.00,1.00,69.09,50.98,59.08,79.67,35.81,42.77,58.43,38.77
"760",2.00,3.00,0.00,0.00,80.34,49.94,59.09,78.70,34.58,48.02,68.30,50.05
"529",3.00,3.00,3.00,3.00,102.58,57.85,69.86,93.27,46.30,56.59,92.12,72.66
"A07",2.00,3.00,0.00,0.00,76.21,54.43,59.06,80.14,35.90,43.51,61.47,41.77
"E01",1.00,3.00,3.00,1.00,71.01,53.76,64.15,84.53,33.63,46.70,58.46,39.90
"C02",1.00,3.00,0.00,0.00,75.82,,61.17,76.91,33.50,44.03,65.82,45.28
"G93",2.00,1.00,0.00,0.00,62.62,54.29,61.43,78.01,25.66,35.85,46.53,33.25
"B35",1.00,3.00,0.00,0.00,80.63,55.63,66.84,88.82,33.42,46.75,65.66,43.40
"B80",1.00,2.00,0.00,0.00,73.29,50.08,59.73,77.39,30.83,40.26,60.49,41.24
"A99",1.00,3.00,3.00,3.00,78.94,50.47,60.95,85.47,40.98,46.90,64.11,42.21
"431",3.00,3.00,3.00,3.00,84.02,56.17,62.64,91.27,46.17,52.47,73.43,54.81
"812",2.00,3.00,3.00,3.00,83.50,55.17,63.94,92.68,38.03,43.37,69.66,54.36
"287",3.00,3.00,3.00,3.00,83.38,,64.20,84.88,41.91,49.25,70.06,53.69
"606",3.00,3.00,3.00,3.00,85.81,54.70,64.71,87.57,42.79,49.75,74.44,55.05
"278 & 278 Fetus 1984",3.00,3.00,3.00,3.00,87.50,57.64,64.83,93.93,47.03,47.84,75.37,51.98
"A63",1.00,3.00,3.00,2.00,80.58,56.09,63.70,86.82,40.04,50.23,72.17,51.83
"G76",1.00,1.00,0.00,0.00,59.37,,59.19,,22.21,30.90,40.76,30.42
"EE",3.00,3.00,3.00,3.00,98.83,57.08,68.61,88.63,50.28,50.75,83.83,64.23
"569",3.00,3.00,3.00,3.00,97.11,61.34,68.07,93.94,50.68,55.34,84.83,71.50
"404",3.00,3.00,3.00,3.00,86.20,55.76,62.91,91.61,44.21,61.12,76.05,58.54
"P8",3.00,3.00,3.00,3.00,89.09,,,,36.36,53.19,75.76,58.67
"563",3.00,3.00,0.00,0.00,80.48,54.78,64.26,86.75,34.92,43.77,68.83,51.06
"615",3.00,3.00,0.00,0.00,79.35,54.87,61.58,85.19,38.03,47.90,65.03,53.65
"643",3.00,3.00,3.00,3.00,79.97,55.83,61.54,85.08,38.19,47.45,66.57,50.03
"C17",1.00,3.00,3.00,3.00,73.06,51.79,59.70,83.27,37.36,47.06,61.99,42.68
"433",3.00,3.00,3.00,3.00,,58.51,67.62,92.15,47.41,53.87,86.85,67.85
"A39",1.00,3.00,3.00,2.00,87.28,56.89,67.28,88.76,38.28,55.23,75.55,54.71
"820",3.00,3.00,0.00,0.00,84.67,57.55,66.21,88.98,33.24,41.48,69.94,55.02
"A17",1.00,3.00,0.00,0.00,89.37,60.18,67.58,88.95,33.70,42.04,73.31,55.73
"B95",1.00,2.00,0.00,0.00,78.27,53.13,63.05,83.44,36.25,43.99,60.14,43.73
"905",1.00,3.00,3.00,3.00,85.90,53.97,64.20,90.72,40.26,51.81,76.22,60.56
"B37",1.00,3.00,0.00,0.00,73.28,50.89,59.58,81.40,29.82,39.22,59.39,39.58
"B304/624",3.00,3.00,0.00,0.00,80.04,52.56,63.77,87.41,33.33,43.66,70.37,52.05
"E289/757",3.00,3.00,0.00,0.00,82.53,50.36,61.61,80.85,38.66,44.53,64.83,48.60
"E242/E45",1.00,2.00,0.00,0.00,71.67,49.81,61.90,83.66,31.92,40.69,57.26,39.56
"E308",1.00,1.00,0.00,0.00,62.71,47.27,57.19,74.57,25.52,33.25,44.70,31.62
"E276/F44",1.00,2.00,0.00,0.00,73.59,52.50,61.00,83.34,21.96,35.17,62.69,42.19
"E274/D45",2.00,1.00,0.00,0.00,77.67,50.88,58.62,82.38,29.48,41.43,60.98,42.46
"9K",3.00,3.00,0.00,0.00,85.19,,,,36.08,45.21,72.13,58.95
"G88",1.00,2.00,0.00,0.00,69.14,51.77,59.95,79.10,29.04,41.68,55.94,33.61
"E312/G98",1.00,2.00,0.00,0.00,69.17,50.00,60.36,80.78,29.18,35.96,51.47,36.11
"E309",1.00,2.00,0.00,0.00,63.78,54.86,59.86,77.30,25.27,35.70,45.67,34.74
"E282/940",2.00,3.00,0.00,0.00,78.25,50.79,61.35,84.56,33.36,39.70,67.14,50.44
"E82",1.00,3.00,3.00,2.00,77.63,52.11,61.91,83.17,31.65,40.92,64.25,45.47
"H09",1.00,2.00,0.00,0.00,59.01,49.24,58.55,75.96,25.36,35.59,44.40,34.12
"E251/E31",1.00,3.00,0.00,0.00,73.91,48.30,57.85,79.17,27.43,45.03,58.27,36.67
"B44/454",1.00,3.00,3.00,3.00,76.46,51.80,60.46,83.83,35.27,39.86,61.15,40.36
"293",3.00,3.00,3.00,3.00,86.75,54.86,65.56,92.07,48.41,46.32,76.77,55.98
"D95",1.00,3.00,3.00,2.00,72.42,49.59,59.84,78.14,31.08,39.54,58.23,39.85
"D66",1.00,3.00,3.00,3.00,72.96,51.18,57.65,82.15,34.06,43.19,62.59,40.76
"778",3.00,3.00,3.00,3.00,94.90,58.90,65.69,92.64,37.16,51.44,80.76,63.17
"E85",1.00,3.00,3.00,3.00,72.40,57.78,60.77,,30.11,41.18,60.89,41.39
"300",3.00,3.00,3.00,3.00,,,,,47.41,50.86,75.25,52.38
"939/452",1.00,3.00,3.00,3.00,78.22,53.15,63.29,85.36,41.65,41.26,67.03,45.69
"V05",3.00,3.00,3.00,3.00,84.89,,60.13,84.70,42.24,46.42,71.85,52.65
"90S",2.00,3.00,3.00,3.00,76.36,54.48,60.03,80.86,38.68,44.69,65.86,48.47
"AH25 INF 2007",1.00,1.00,1.00,1.00,54.24,,,,18.89,29.11,37.07,26.12
"M838",1.00,1.00,1.00,1.00,58.52,47.07,55.21,71.70,24.80,32.98,44.62,29.57
"Q114",,,,,,,,,,,,
"5B8",1.00,1.00,1.00,1.00,65.05,52.51,58.44,80.83,28.86,37.19,52.61,36.51
"81K",,,,,,,,,,,,
"M986",1.00,3.00,3.00,1.00,77.23,57.11,65.57,82.07,30.21,49.81,63.70,42.44
"35P",2.00,3.00,3.00,3.00,77.31,52.80,61.12,81.45,33.81,48.14,62.54,43.57
"Z69",3.00,3.00,3.00,3.00,84.77,55.95,64.14,90.64,39.39,47.26,72.35,55.49
"AI18",1.00,3.00,3.00,2.00,74.54,51.03,60.09,81.96,34.70,43.01,62.12,43.38
"P111L ""Valerie""",,,,,,,,,,,,
"6C8",1.00,3.00,3.00,1.00,73.22,55.99,59.99,81.46,37.55,40.67,60.54,40.93
"M991",3.00,3.00,3.00,3.00,85.71,56.64,62.59,86.60,40.21,41.07,74.53,51.52
"X67",3.00,3.00,3.00,3.00,86.75,54.45,63.62,86.67,47.76,54.71,77.17,51.74
"J049",3.00,3.00,0.00,0.00,76.61,55.46,61.68,81.96,33.06,37.25,66.08,48.78
"23V",1.00,3.00,3.00,3.00,75.88,52.74,62.69,84.22,34.88,42.90,62.45,43.17
"37L",3.00,3.00,3.00,3.00,81.01,54.60,62.52,83.77,42.52,43.73,68.23,53.37
"J71",3.00,3.00,3.00,3.00,85.93,,61.46,82.75,43.13,48.50,71.30,50.32
"X53",1.00,2.00,0.00,0.00,70.96,49.41,59.97,79.39,36.87,39.04,54.89,37.67
"M822",1.00,1.00,1.00,1.00,61.44,49.91,59.79,76.70,25.18,36.17,45.95,31.48
"99I",3.00,3.00,0.00,0.00,81.63,53.90,63.44,85.80,34.27,45.49,67.39,48.13
"M232",3.00,3.00,3.00,3.00,103.39,,69.90,91.57,44.90,59.74,88.59,65.14
"S60",3.00,3.00,3.00,3.00,99.21,56.31,67.35,83.38,36.44,51.22,84.97,66.18
"M144",3.00,3.00,3.00,3.00,85.81,55.85,62.70,88.41,35.70,46.96,69.81,50.77
"AI89",2.00,3.00,3.00,3.00,80.07,55.71,61.31,83.74,34.51,45.73,66.55,46.07
"F23",3.00,3.00,3.00,3.00,86.85,52.55,59.51,86.74,40.73,52.43,74.29,61.82
"X22",3.00,3.00,3.00,3.00,82.59,52.18,63.24,84.53,36.00,44.28,72.11,52.80
"300000",1.00,2.00,0.00,0.00,65.56,51.46,61.29,79.76,29.15,35.12,50.85,33.45
"64J",3.00,3.00,0.00,0.00,80.03,51.34,61.41,83.69,39.65,44.72,65.71,52.99
"38V",1.00,3.00,3.00,3.00,81.27,54.44,61.04,80.77,33.82,47.32,66.27,44.48
"I58",3.00,3.00,3.00,3.00,,,62.02,83.88,38.89,42.60,70.05,54.18
"06S",3.00,3.00,3.00,3.00,80.17,53.51,60.62,81.96,41.16,45.70,66.88,48.97
"80J",1.00,1.00,0.00,0.00,60.74,50.09,58.25,75.96,23.23,33.52,46.05,32.56
"38D",3.00,3.00,0.00,0.00,81.32,56.29,62.38,86.22,39.21,45.33,71.66,54.74
"59G",3.00,3.00,3.00,3.00,93.12,55.33,63.46,83.27,40.71,46.29,77.62,
"54K",,,,,,,,,,,,
"AR54",1.00,3.00,3.00,3.00,74.51,53.58,61.64,79.70,32.85,41.66,61.63,44.01
"M650",3.00,3.00,3.00,3.00,83.43,51.42,64.19,87.84,37.23,45.27,71.34,55.45
"AJ02",,,,,,,,,,,,
"BA53",1.00,1.00,1.00,1.00,61.22,49.56,59.93,76.50,24.14,38.22,45.45,32.05
"BA49",1.00,1.00,0.00,0.00,59.96,46.82,56.14,73.33,23.95,29.89,46.02,33.21
"51G",3.00,3.00,3.00,3.00,81.04,54.37,62.82,84.85,38.87,45.70,65.04,49.93
"80Z",1.00,3.00,0.00,0.00,76.95,53.91,59.97,81.92,33.96,34.82,63.18,46.24
"87I",3.00,3.00,0.00,0.00,81.10,,60.78,81.86,37.83,48.60,70.61,54.71
"AK39",,,,,,,,,,,,
"M765",1.00,3.00,3.00,2.00,78.53,53.68,65.24,83.52,34.77,45.05,66.87,48.21
"89Z",,,,,,,,,,,,
"AM79",1.00,3.00,3.00,3.00,76.15,52.23,59.71,79.14,30.80,47.31,63.75,43.87
"07F",3.00,3.00,3.00,3.00,85.60,54.58,65.29,91.46,36.38,46.99,68.96,54.95
"AK14",,,,,,,,,,,,
"BD22P",1.00,1.00,1.00,1.00,61.70,46.06,61.30,75.04,24.48,33.91,46.35,35.72
"53P INF 2008",1.00,1.00,1.00,1.00,54.84,,,,20.21,31.80,37.94,28.09
"875",3.00,3.00,0.00,0.00,98.56,,69.18,93.93,43.55,53.07,87.28,62.50
"AP26",,,,,,,,,,,,
"06P",1.00,1.00,1.00,1.00,66.21,54.09,61.09,80.12,28.47,36.93,50.11,37.66
"AS54",,,,,,,,,,,,
"O55",3.00,3.00,3.00,3.00,86.86,,65.02,87.37,37.52,46.70,71.61,59.87
"10I",3.00,3.00,3.00,3.00,81.08,52.81,60.81,83.96,37.47,42.92,71.05,45.98
"M225",3.00,3.00,3.00,3.00,95.30,53.05,65.41,92.26,41.86,45.38,79.41,67.84
"86D",3.00,3.00,0.00,0.00,93.19,56.81,64.09,89.60,35.61,48.83,82.35,68.64
"AL40",1.00,3.00,3.00,1.00,75.66,53.84,62.56,84.37,33.62,40.88,61.90,44.16
"320",3.00,3.00,0.00,0.00,88.74,54.75,65.21,90.11,41.03,45.15,68.83,59.21
"A77",3.00,3.00,3.00,3.00,,,,,,,,
"D21",1.00,3.00,3.00,3.00,78.75,55.88,64.61,86.94,33.81,45.52,65.66,41.61
"E293/B22",2.00,3.00,0.00,0.00,80.96,53.22,60.71,84.28,35.04,45.87,67.25,48.64
"804",2.00,3.00,3.00,3.00,93.22,59.27,69.32,91.21,48.50,56.03,76.44,61.98
"E272/E48",1.00,3.00,0.00,0.00,70.71,49.07,59.78,81.57,29.41,40.90,56.07,40.04
"WF",3.00,3.00,0.00,0.00,,,,,,,,61.94
"554",3.00,3.00,0.00,0.00,78.93,55.62,59.78,80.98,34.74,44.84,66.01,49.61
"E300/A78",1.00,3.00,3.00,3.00,96.98,53.65,64.12,91.54,43.04,60.74,84.75,63.67
"644",3.00,3.00,0.00,0.00,84.52,54.42,63.59,90.06,36.54,49.99,65.36,45.26
"B25",1.00,3.00,0.00,0.00,78.70,55.62,64.20,84.60,33.42,43.32,64.21,41.26
"E236/E15",1.00,2.00,0.00,0.00,68.92,47.87,61.17,79.01,31.44,37.66,52.05,38.43
"E283/C04",1.00,3.00,0.00,0.00,76.06,54.99,62.90,78.60,32.96,44.51,62.68,45.57
"327",3.00,3.00,0.00,0.00,89.16,57.85,66.98,92.31,42.40,52.13,72.32,56.64
"601",3.00,3.00,0.00,0.00,86.55,53.97,65.81,90.83,33.94,45.98,70.41,
"LT",3.00,3.00,3.00,3.00,,,,,,,,
"G99",1.00,3.00,0.00,0.00,71.30,52.87,62.43,84.00,29.71,39.46,59.99,38.41
"F89",1.00,1.00,1.00,1.00,72.07,53.21,62.87,84.74,32.48,42.54,59.09,38.67
"740",3.00,3.00,3.00,3.00,87.76,56.35,63.18,84.25,41.93,51.79,71.25,50.44
"B39",1.00,3.00,3.00,2.00,76.58,52.58,62.45,79.85,32.61,44.28,65.77,46.42
"F47",1.00,3.00,3.00,2.00,80.04,57.28,65.02,87.60,32.54,42.28,63.54,43.31
"571",3.00,3.00,3.00,3.00,84.35,56.85,62.23,87.42,37.29,48.08,76.20,55.65
"F54X",1.00,3.00,3.00,1.00,74.47,56.84,62.14,88.80,28.85,44.32,65.57,44.51
"254 (tattoo 31/254?)",3.00,3.00,3.00,3.00,100.19,55.44,69.15,93.26,46.00,59.64,86.00,72.36
"WX/434",3.00,3.00,3.00,3.00,86.66,,,,33.32,46.93,72.00,54.31
"A88",1.00,3.00,3.00,3.00,92.37,52.59,66.55,90.99,41.72,50.00,81.82,61.95
"JG",3.00,3.00,3.00,3.00,96.34,56.38,66.33,90.91,37.79,51.33,82.14,67.53
"D37",2.00,3.00,3.00,3.00,97.78,57.11,63.09,91.38,48.84,52.94,82.75,56.96
"A20",3.00,3.00,0.00,0.00,92.10,56.04,64.62,83.70,38.06,44.89,78.65,61.23
"D26",1.00,3.00,3.00,3.00,95.57,60.95,67.64,85.98,45.47,57.62,81.37,60.17
"259",3.00,3.00,3.00,3.00,84.95,56.98,63.69,87.13,39.50,52.35,71.83,55.56
"4T",3.00,3.00,3.00,3.00,99.83,56.85,67.33,90.71,43.77,58.23,88.65,66.98
"A90",2.00,3.00,3.00,3.00,98.65,58.97,69.18,97.06,43.11,57.69,81.56,61.60
"825",3.00,3.00,0.00,0.00,94.33,58.57,66.67,85.30,36.41,49.92,81.09,59.27
"614",,,,,,,,,,,,
"E02",1.00,3.00,3.00,1.00,77.61,55.53,64.10,82.69,36.82,47.71,64.56,47.67
"C27",1.00,2.00,0.00,0.00,83.09,50.80,65.03,85.71,38.43,41.74,72.62,54.24
"955",3.00,3.00,3.00,3.00,84.71,55.12,64.86,86.47,42.35,49.63,75.54,55.05
"F4",3.00,3.00,0.00,0.00,96.75,58.96,68.55,85.52,39.96,48.64,84.31,61.05
"D48",1.00,3.00,3.00,3.00,75.24,56.42,60.48,85.51,31.63,46.64,65.29,48.36
"619",3.00,3.00,0.00,0.00,102.20,,70.61,93.16,42.22,52.49,84.78,59.98
"604",3.00,3.00,3.00,3.00,83.80,58.15,65.71,91.24,45.61,50.29,69.90,51.01
"438",3.00,3.00,3.00,3.00,83.51,55.99,61.94,85.45,38.80,46.83,71.71,49.22
"H20",1.00,3.00,3.00,2.00,75.12,52.02,63.68,84.03,38.09,44.80,61.72,43.50
"900",2.00,3.00,3.00,3.00,93.71,56.04,64.44,85.64,34.44,49.41,80.94,62.28
"F03",1.00,3.00,3.00,3.00,94.99,53.85,65.99,84.52,44.37,54.29,79.86,55.33
"M539",3.00,3.00,3.00,3.00,81.61,54.73,61.39,80.96,40.86,52.64,68.06,49.29
"48T",1.00,3.00,0.00,0.00,76.08,54.48,62.57,84.04,36.93,41.42,63.55,47.02
"37T",,,,,,,,,,,,
"9G6",1.00,1.00,1.00,1.00,56.56,,,,24.00,34.68,42.03,30.12
"L32",3.00,3.00,3.00,3.00,93.09,,63.07,90.63,45.68,48.44,81.74,61.94
"43K",1.00,3.00,3.00,1.00,72.30,48.64,59.52,77.22,32.00,39.57,58.51,41.26
"V04",3.00,3.00,3.00,3.00,83.95,51.71,60.51,81.59,42.14,45.17,70.62,55.50
"985",3.00,3.00,0.00,0.00,87.52,,62.33,91.48,37.57,42.92,71.60,53.60
"Y040",1.00,3.00,3.00,2.00,70.43,54.45,63.17,83.74,33.64,36.65,58.07,42.71
"M310",1.00,3.00,3.00,3.00,77.04,53.22,62.80,83.92,35.88,45.58,61.37,44.48
"AL91",,,,,,,,,,,,
"M605",3.00,3.00,3.00,3.00,85.80,52.04,62.83,86.54,42.18,45.98,71.78,50.83
"D070/D70",3.00,3.00,3.00,3.00,84.42,50.17,61.03,85.90,37.89,48.35,71.05,57.59
"8B8",1.00,1.00,0.00,0.00,64.01,53.22,61.02,79.32,24.29,34.37,47.28,35.25
"14F",1.00,3.00,3.00,3.00,76.34,50.89,61.32,81.30,34.44,42.49,63.08,45.45
"M587",2.00,3.00,3.00,3.00,83.68,55.76,64.82,85.81,34.04,46.28,69.96,50.02
"874",3.00,3.00,0.00,0.00,90.00,,64.18,91.05,39.65,40.65,76.98,57.12
"89H",1.00,3.00,3.00,3.00,76.05,53.02,59.75,80.96,34.61,48.65,65.54,43.76
"91E",3.00,3.00,3.00,3.00,85.42,52.16,60.81,84.15,40.97,49.33,77.45,56.20
"J048",3.00,3.00,0.00,0.00,82.58,46.18,60.70,79.38,38.89,40.45,73.22,51.44
"68P",2.00,3.00,0.00,0.00,78.63,51.78,61.57,84.74,32.87,40.49,63.53,45.46
"67N",,,,,,,,,,,,
"M299",3.00,3.00,3.00,3.00,83.03,52.42,61.32,77.54,37.01,42.21,64.77,46.48
"52S",1.00,2.00,0.00,0.00,,,,,,,,
"K1 (corrected tattoo)",,,,,,,,,,,,
"4L3",1.00,1.00,1.00,1.00,59.38,,,,25.45,38.10,47.44,33.99
"5D8",1.00,2.00,0.00,0.00,84.29,,,,32.40,42.04,69.20,49.96
"35O",3.00,3.00,3.00,3.00,84.44,52.39,62.09,84.47,35.73,45.68,73.19,52.76
"45F",3.00,3.00,3.00,3.00,91.57,56.21,67.90,93.04,42.36,52.75,75.22,67.93
"4N7",1.00,3.00,3.00,3.00,84.96,,,,41.91,47.42,,58.68
"4Q6",1.00,3.00,3.00,1.00,67.24,,,,32.58,39.27,53.33,38.99
"5N1",,,,,,,,,,,,
"6I4",,,,,,,,,,,,
"6R4",,,,,,,,,,,,
"7L0",,,,,,,,,,,,
"9N0",,,,,,,,,,,,
"9O0",,,,,,,,,,,,
"22H",,,,,,,,,,,,
"I1722H",,,,,,,,,,,,
"50P",,,,,,,,,,,,
"0K1",,,,,,,,,,,,
"0V5",,,,,,,,,,,,
"1R2",,,,,,,,,,,,
"2Q2",,,,,,,,,,,,
"3Q5",,,,,,,,,,,,
"4L8",,,,,,,,,,,,
"I1703Z",,,,,,,,,,,,
"I172C0",,,,,,,,,,,,
"I172E9",,,,,,,,,,,,
"I173N4",,,,,,,,,,,,
"I174L8",,,,,,,,,,,,
"I177L7",,,,,,,,,,,,
"I174J6",,,,,,,,,,,,
"I175B6",,,,,,,,,,,,
"I176B4",,,,,,,,,,,,
"I177E0",,,,,,,,,,,,
"I177E3",,,,,,,,,,,,
"I174J3",,,,,,,,,,,,
"I1720S",,,,,,,,,,,,
"I1748V",,,,,,,,,,,,
"I1755R",,,,,,,,,,,,
"I1756R",,,,,,,,,,,,
"I1762S",,,,,,,,,,,,
"I1794S",,,,,,,,,,,,
"I1765Z",,,,,,,,,,,,
"I1777S",,,,,,,,,,,,
"V80",,,,,,,,,,,,
"0G3",,,,,,,,,,,,
"0B9",,,,,,,,,,,,
"56R",,,,,,,,,,,,
"4S3",,,,,,,,,,,,
"77S",,,,,,,,,,,,
"4J3",,,,,,,,,,,,
"3A6",,,,,,,,,,,,
"2C7",,,,,,,,,,,,
"1B7",,,,,,,,,,,,
"8K7",,,,,,,,,,,,
"5R9",,,,,,,,,,,,
"48V",,,,,,,,,,,,
