3/13/1976 0:00:00,"742","04A","F",3/10/1992 0:00:00,"F","Removed"
3/13/1976 0:00:00,"742","85D","M",4/25/1995 0:00:00,"F","Removed"
4/4/1976 0:00:00,"728","T55","M",1/29/1990 0:00:00,"R","Removed"
4/16/1976 0:00:00,"772","J08","F",5/6/1985 0:00:00,"II","Removed"
4/16/1976 0:00:00,"772","K03","M",3/1/1986 0:00:00,"S","Removed"
4/16/1976 0:00:00,"772","K42","M",4/11/1986 0:00:00,"R","Dead"
4/18/1976 0:00:00,"722","H74","F",2/27/1984 0:00:00,"F","Dead"
4/18/1976 0:00:00,"722","K07","F",2/20/1986 0:00:00,"F","Removed"
4/18/1976 0:00:00,"722","K48","F",3/7/1986 0:00:00,"Q","Removed"
4/18/1976 0:00:00,"722","L97","F",12/17/1986 0:00:00,"S","Removed"
4/18/1976 0:00:00,"722","K80","F",2/14/1987 0:00:00,"S","Dead"
4/18/1976 0:00:00,"722","O30","F",12/29/1987 0:00:00,"S","Removed"
4/18/1976 0:00:00,"722","O36","F",3/17/1988 0:00:00,"S","Removed"
4/18/1976 0:00:00,"722","S38","M",3/19/1989 0:00:00,"S","Removed"
4/18/1976 0:00:00,"722","S09","M",3/27/1989 0:00:00,"S","Dead"
4/18/1976 0:00:00,"722","T87","M",3/14/1990 0:00:00,"S","Removed"
4/18/1976 0:00:00,"722","X56","M",1/7/1991 0:00:00,"S","Removed"
4/18/1976 0:00:00,"722","15B","M",1/29/1993 0:00:00,"R","Dead"
4/18/1976 0:00:00,"722","27C","F",1/17/1994 0:00:00,"F","Dead"
4/18/1976 0:00:00,"722","67C","F",1/18/1994 0:00:00,"R","Dead"
4/18/1976 0:00:00,"722","29C","M",1/19/1994 0:00:00,"R","Removed"
4/18/1976 0:00:00,"722","91G","M",1/2/1997 0:00:00,"R","Removed"
4/18/1976 0:00:00,"722","83G","F",2/17/1997 0:00:00,"R","Removed"
4/26/1976 0:00:00,"761","I48","M",2/16/1985 0:00:00,"F","Dead"
4/26/1976 0:00:00,"761","I70","F",2/22/1985 0:00:00,"F","Removed"
4/26/1976 0:00:00,"761","I65","F",3/22/1985 0:00:00,"F","Dead"
4/26/1976 0:00:00,"761","L43","M",1/4/1987 0:00:00,"S","Dead"
4/26/1976 0:00:00,"761","O77","M",3/12/1988 0:00:00,"S","Removed"
4/26/1976 0:00:00,"761","R52","M",1/19/1989 0:00:00,"S","Dead"
4/26/1976 0:00:00,"761","S11","F",1/24/1989 0:00:00,"S","Dead"
4/26/1976 0:00:00,"761","25B","M",2/5/1993 0:00:00,"R","Removed"
4/26/1976 0:00:00,"761","15C","F",2/15/1994 0:00:00,"R","Removed"
4/26/1976 0:00:00,"761","20D","M",1/23/1995 0:00:00,"R","Removed"
4/26/1976 0:00:00,"761","48E","F",12/27/1995 0:00:00,"R","Dead"
4/26/1976 0:00:00,"761","08H","F",3/19/1997 0:00:00,"R","Removed"
4/26/1976 0:00:00,"761","53H","M",4/14/1997 0:00:00,"R","Dead"
4/26/1976 0:00:00,"761","31I","M",1/23/1998 0:00:00,"R","Dead"
4/26/1976 0:00:00,"761","36I","M",1/26/1998 0:00:00,"R","Removed"
5/1/1976 0:00:00,"791","K27","M",2/3/1986 0:00:00,"L","Dead"
5/1/1976 0:00:00,"791","O96","F",1/16/1988 0:00:00,"R","Dead"
5/1/1976 0:00:00,"791","N40","F",1/27/1988 0:00:00,"R","Dead"
5/1/1976 0:00:00,"791","O33","F",2/29/1988 0:00:00,"R","Dead"
5/1/1976 0:00:00,"791","N14","M",3/10/1988 0:00:00,"R","Removed"
5/20/1976 0:00:00,"788","L06","F",2/4/1987 0:00:00,"I","Removed"
5/20/1976 0:00:00,"788","T83","F",2/16/1990 0:00:00,"S","Dead"
6/14/1976 0:00:00,"726","X61","M",2/8/1991 0:00:00,"S","Dead"
7/24/1976 0:00:00,"732","J61","F",1/7/1986 0:00:00,"R","Dead"
7/24/1976 0:00:00,"732","J69","F",1/26/1986 0:00:00,"R","Dead"
2/12/1977 0:00:00,"833","J16","M",1/22/1985 0:00:00,"L","Removed"
2/12/1977 0:00:00,"833","O78","F",12/9/1987 0:00:00,"R","Dead"
3/8/1977 0:00:00,"823","I63","F",2/19/1985 0:00:00,"F","Dead"
3/8/1977 0:00:00,"823","K96","M",1/31/1987 0:00:00,"R","Removed"
3/11/1977 0:00:00,"843","I51","M",4/8/1985 0:00:00,"F","Removed"
3/11/1977 0:00:00,"843","K06","M",1/22/1986 0:00:00,"F","Dead"
3/11/1977 0:00:00,"843","J91","F",2/4/1986 0:00:00,"F","Dead"
3/11/1977 0:00:00,"843","J88","M",2/6/1986 0:00:00,"F","Dead"
3/11/1977 0:00:00,"843","L91","M",1/1/1987 0:00:00,"F","Removed"
3/11/1977 0:00:00,"843","L31","M",2/11/1987 0:00:00,"F","Dead"
3/11/1977 0:00:00,"843","R59","F",1/19/1989 0:00:00,"F","Dead"
3/18/1977 0:00:00,"864","S19","M",1/9/1989 0:00:00,"Q","Removed"
3/20/1977 0:00:00,"831","D34","F",2/13/1981 0:00:00,"M","Removed"
3/27/1977 0:00:00,"839","44F","M",2/27/1996 0:00:00,"F","Removed"
7/1/1977 0:00:00,"856","L36","M",1/3/1987 0:00:00,"S","Removed"
7/1/1977 0:00:00,"856","L37","F",1/28/1987 0:00:00,"S","Removed"
7/1/1977 0:00:00,"856","N60","M",12/15/1987 0:00:00,"S","Dead"
1/27/1978 0:00:00,"912","X52","M",1/20/1991 0:00:00,"F","Removed"
1/29/1978 0:00:00,"928","I29","M",1/1/1984 0:00:00,"F","Removed"
2/28/1978 0:00:00,"944","I78","M",2/17/1985 0:00:00,"L","Dead"
2/28/1978 0:00:00,"944","J19","M",3/7/1985 0:00:00,"L","Dead"
3/12/1978 0:00:00,"875","L64","M",1/27/1987 0:00:00,"L","Dead"
3/12/1978 0:00:00,"875","S89","M",3/7/1989 0:00:00,"S","Removed"
4/6/1978 0:00:00,"881","K86","M",12/27/1986 0:00:00,"R","Dead"
4/6/1978 0:00:00,"881","X97","F",3/19/1992 0:00:00,"F","Dead"
4/6/1978 0:00:00,"881","94D","F",3/30/1995 0:00:00,"F","Removed"
4/12/1978 0:00:00,"945","I37","M",2/6/1985 0:00:00,"Q","Removed"
4/12/1978 0:00:00,"945","K69","F",2/28/1987 0:00:00,"I","Removed"
1/2/1979 0:00:00,"A74","J79","F",1/29/1986 0:00:00,"L","Dead"
1/2/1979 0:00:00,"A74","L49","F",1/1/1987 0:00:00,"L","Removed"
1/2/1979 0:00:00,"A74","L66","F",1/14/1987 0:00:00,"L","Dead"
1/2/1979 0:00:00,"A74","O08","M",2/8/1988 0:00:00,"L","Dead"
1/2/1979 0:00:00,"A74","O63","F",2/12/1988 0:00:00,"L","Dead"
1/11/1979 0:00:00,"978","K29","M",2/6/1986 0:00:00,"Q","Removed"
1/11/1979 0:00:00,"978","N61","M",12/24/1987 0:00:00,"Q","Removed"
2/4/1979 0:00:00,"A61","L20","M",4/25/1987 0:00:00,"Q","Removed"
2/14/1979 0:00:00,"A34","L07","M",2/6/1987 0:00:00,"R","Dead"
2/14/1979 0:00:00,"A34","O75","F",12/22/1987 0:00:00,"F","Removed"
2/14/1979 0:00:00,"A34","S73","F",1/18/1989 0:00:00,"R","Dead"
2/14/1979 0:00:00,"A34","T95","F",1/24/1990 0:00:00,"R","Dead"
2/14/1979 0:00:00,"A34","V99","F",12/2/1990 0:00:00,"R","Removed"
2/28/1979 0:00:00,"983","I86","M",2/28/1985 0:00:00,"I","Removed"
2/28/1979 0:00:00,"983","X55","F",3/5/1991 0:00:00,"S","Removed"
2/28/1979 0:00:00,"983","57A","F",1/28/1993 0:00:00,"F","Removed"
2/28/1979 0:00:00,"983","81I","F",12/25/1997 0:00:00,"S","Dead"
3/12/1979 0:00:00,"A66","I64","M",1/29/1985 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","L34","M",4/3/1987 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","N16","F",12/7/1987 0:00:00,"S","Dead"
3/12/1979 0:00:00,"A66","O23","M",1/30/1988 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","R78","F",12/21/1988 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","R79","F",2/5/1989 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","R70","M",5/28/1989 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","X17","F",1/29/1991 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","05A","F",3/7/1992 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","51A","M",12/15/1992 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","81A","M",1/5/1993 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","49A","M",1/11/1993 0:00:00,"R","Dead"
3/12/1979 0:00:00,"A66","53A","M",2/5/1993 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","56A","F",2/10/1993 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","50B","M",3/1/1993 0:00:00,"F","Dead"
3/12/1979 0:00:00,"A66","65B","F",3/19/1994 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","71B","M",4/10/1994 0:00:00,"F","Removed"
3/12/1979 0:00:00,"A66","81E","F",12/3/1995 0:00:00,"V","Dead"
4/11/1979 0:00:00,"A48#","L22","M",3/13/1987 0:00:00,"R","Dead"
4/11/1979 0:00:00,"A48#","S76","M",1/24/1989 0:00:00,"R","Dead"
4/11/1979 0:00:00,"A48#","S78","M",2/25/1989 0:00:00,"R","Dead"
4/11/1979 0:00:00,"A48#","22E","M",1/22/1995 0:00:00,"F","Removed"
4/11/1979 0:00:00,"A48#","09L","M",12/22/1998 0:00:00,"CC","Dead"
4/11/1979 0:00:00,"A48#","14O","F",1/12/2000 0:00:00,"R","Removed"
1/14/1980 0:00:00,"A95","L19","F",2/4/1987 0:00:00,"R","Dead"
1/19/1980 0:00:00,"B07","08G","F",1/5/1997 0:00:00,"F","Removed"
2/17/1980 0:00:00,"B71","99G","F",1/5/1997 0:00:00,"R","Removed"
2/18/1980 0:00:00,"B01","N15","M",2/7/1988 0:00:00,"S","Removed"
2/18/1980 0:00:00,"B01","S37","F",1/9/1989 0:00:00,"S","Dead"
2/18/1980 0:00:00,"B01","T94","F",1/24/1990 0:00:00,"R","Dead"
2/18/1980 0:00:00,"B01","T82","M",3/5/1990 0:00:00,"S","Dead"
2/28/1980 0:00:00,"A98","O27","F",2/8/1988 0:00:00,"R","Removed"
2/28/1980 0:00:00,"A98","N46","M",2/9/1988 0:00:00,"R","Dead"
2/28/1980 0:00:00,"A98","60B","M",12/21/1993 0:00:00,"F","Removed"
2/28/1980 0:00:00,"A98","12E","M",1/30/1995 0:00:00,"F","Dead"
2/28/1980 0:00:00,"A98","50E","M",2/7/1996 0:00:00,"F","Removed"
2/28/1980 0:00:00,"A98","24F","M",3/20/1996 0:00:00,"F","Removed"
2/28/1980 0:00:00,"A98","43I","F",12/26/1997 0:00:00,"F","Removed"
2/28/1980 0:00:00,"A98","13I","M",3/23/1998 0:00:00,"F","Dead"
3/4/1980 0:00:00,"A92","S81","M",1/22/1989 0:00:00,"R","Dead"
3/4/1980 0:00:00,"A92","40C","M",1/3/1994 0:00:00,"S","Dead"
3/4/1980 0:00:00,"A92","79B","M",1/31/1994 0:00:00,"S","Dead"
3/4/1980 0:00:00,"A92","06C","M",2/4/1994 0:00:00,"S","Removed"
3/4/1980 0:00:00,"A92","74D","M",12/13/1994 0:00:00,"S","Removed"
3/4/1980 0:00:00,"A92","04D","F",1/9/1995 0:00:00,"S","Removed"
3/4/1980 0:00:00,"A92","36D","F",1/22/1995 0:00:00,"S","Dead"
3/4/1980 0:00:00,"A92","98D","M",4/6/1995 0:00:00,"F","Removed"
3/4/1980 0:00:00,"A92","81F","M",12/2/1995 0:00:00,"S","Removed"
3/4/1980 0:00:00,"A92","72G","F",1/26/1997 0:00:00,"F","Removed"
3/4/1980 0:00:00,"A92","24G","F",3/16/1997 0:00:00,"F","Removed"
3/5/1980 0:00:00,"B76","S10","M",2/21/1989 0:00:00,"S","Dead"
3/5/1980 0:00:00,"B76","82F","F",1/11/1996 0:00:00,"S","Removed"
3/5/1980 0:00:00,"B76","79F","M",1/22/1996 0:00:00,"BB","Dead"
3/5/1980 0:00:00,"B76","48K","M",2/4/1999 0:00:00,"R","Removed"
3/11/1980 0:00:00,"C18","L26","F",1/18/1987 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","O42","F",1/10/1988 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","O52","F",1/16/1988 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","O53","F",3/19/1988 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","S15","M",1/8/1989 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","R67","M",1/21/1989 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","R65","F",1/22/1989 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","S60","M",2/26/1989 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","S59","F",3/6/1989 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","R68","F",3/20/1989 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","V58","F",2/3/1990 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","V57","F",2/8/1990 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","V80","F",1/13/1991 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","V78","F",2/8/1991 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","Z14","F",12/22/1991 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","Z11","F",1/11/1992 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","Z46","M",2/14/1992 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","Z01","M",3/21/1992 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","24B","F",1/8/1993 0:00:00,"F","Dead"
3/11/1980 0:00:00,"C18","80A","F",2/2/1993 0:00:00,"F","Removed"
3/11/1980 0:00:00,"C18","64A","F",4/17/1993 0:00:00,"F","Removed"
3/12/1980 0:00:00,"A84","K88","M",2/12/1987 0:00:00,"R","Removed"
3/14/1980 0:00:00,"A87","S56","M",2/8/1989 0:00:00,"R","Dead"
3/14/1980 0:00:00,"A87","81D","F",2/9/1995 0:00:00,"R","Removed"
3/14/1980 0:00:00,"A87","38E","F",1/7/1996 0:00:00,"R","Removed"
3/14/1980 0:00:00,"A87","65E","M",2/8/1996 0:00:00,"F","Dead"
3/14/1980 0:00:00,"A87","64E","F",2/15/1996 0:00:00,"F","Dead"
3/14/1980 0:00:00,"A87","40I","M",1/14/1998 0:00:00,"E","Removed"
3/14/1980 0:00:00,"A87","02N","M",12/17/1999 0:00:00,"F","Removed"
3/14/1980 0:00:00,"A87","53P","F",11/14/2000 0:00:00,"LL","Removed"
3/16/1980 0:00:00,"A85","I75","M",3/11/1985 0:00:00,"L","Removed"
3/16/1980 0:00:00,"A85","19B","M",3/14/1993 0:00:00,"F","Removed"
3/16/1980 0:00:00,"A85","01B","F",6/15/1993 0:00:00,"F","Dead"
3/17/1980 0:00:00,"B09","J66","F",1/12/1986 0:00:00,"R","Removed"
3/17/1980 0:00:00,"B09","O44","F",2/2/1988 0:00:00,"F","Removed"
3/17/1980 0:00:00,"B09","32D","M",12/31/1994 0:00:00,"R","Removed"
3/17/1980 0:00:00,"B09","32J","M",3/22/1998 0:00:00,"F","Removed"
3/19/1980 0:00:00,"B21","L68","M",1/16/1987 0:00:00,"L","Removed"
1/5/1981 0:00:00,"D38","O15","M",1/17/1988 0:00:00,"F","Dead"
1/5/1981 0:00:00,"D38","S47","M",2/14/1989 0:00:00,"F","Dead"
1/5/1981 0:00:00,"D38","V34","M",4/26/1990 0:00:00,"F","Dead"
1/5/1981 0:00:00,"D38","X44","F",3/4/1991 0:00:00,"F","Dead"
1/5/1981 0:00:00,"D38","50H","M",11/30/1996 0:00:00,"S","Removed"
1/5/1981 0:00:00,"D38","87H","F",12/26/1997 0:00:00,"BB","Removed"
1/13/1981 0:00:00,"D11","65A","F",11/28/1992 0:00:00,"W","Dead"
1/13/1981 0:00:00,"D11","37A","F",1/5/1993 0:00:00,"A","Removed"
1/13/1981 0:00:00,"D11","42C","M",12/22/1993 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","76C","M",2/7/1994 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","92D","F",12/28/1994 0:00:00,"F","Dead"
1/13/1981 0:00:00,"D11","61D","M",3/11/1995 0:00:00,"F","Dead"
1/13/1981 0:00:00,"D11","55E","M",12/24/1995 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","17F","F",1/16/1996 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","54E","M",1/29/1996 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","66F","M",2/2/1996 0:00:00,"F","Dead"
1/13/1981 0:00:00,"D11","63E","M",2/26/1996 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","06F","M",3/19/1996 0:00:00,"F","Removed"
1/13/1981 0:00:00,"D11","49J","F",3/23/1998 0:00:00,"F","Removed"
1/22/1981 0:00:00,"C61","O49","M",1/24/1988 0:00:00,"F","Removed"
1/22/1981 0:00:00,"C61","34G","M",2/8/1997 0:00:00,"B","Removed"
1/22/1981 0:00:00,"C61","80H","F",12/4/1997 0:00:00,"BB","Removed"
1/22/1981 0:00:00,"C61","95H","F",1/20/1998 0:00:00,"S","Removed"
1/23/1981 0:00:00,"C56","R61","F",1/17/1989 0:00:00,"F","Dead"
1/23/1981 0:00:00,"C56","S16","F",4/2/1989 0:00:00,"F","Dead"
1/23/1981 0:00:00,"C56","Z51","F",2/21/1992 0:00:00,"F","Dead"
1/23/1981 0:00:00,"C56","29B","F",1/8/1993 0:00:00,"F","Dead"
1/23/1981 0:00:00,"C56","62A","M",4/8/1993 0:00:00,"F","Removed"
1/23/1981 0:00:00,"C56","58B","M",3/4/1994 0:00:00,"F","Dead"
1/23/1981 0:00:00,"C56","60D","M",2/28/1995 0:00:00,"F","Dead"
1/23/1981 0:00:00,"C56","57F","M",1/18/1996 0:00:00,"V","Dead"
1/23/1981 0:00:00,"C56","78G","F",2/17/1997 0:00:00,"R","Dead"
1/23/1981 0:00:00,"C56","25I","M",12/23/1997 0:00:00,"R","Dead"
1/23/1981 0:00:00,"C56","73I","M",12/24/1997 0:00:00,"R","Dead"
1/23/1981 0:00:00,"C56","90K","M",2/26/1999 0:00:00,"R","Removed"
1/23/1981 0:00:00,"C56","95N","M",3/1/2000 0:00:00,"R","Removed"
1/25/1981 0:00:00,"D10","L01","M",1/27/1987 0:00:00,"Q","Dead"
1/25/1981 0:00:00,"D10","X33","F",12/29/1990 0:00:00,"R","Removed"
1/25/1981 0:00:00,"D10","X80","M",1/15/1991 0:00:00,"R","Dead"
1/25/1981 0:00:00,"D10","X82","M",2/4/1991 0:00:00,"R","Dead"
1/25/1981 0:00:00,"D10","X28","F",2/7/1991 0:00:00,"R","Removed"
2/4/1981 0:00:00,"C99","N37","F",1/2/1988 0:00:00,"R","Removed"
2/4/1981 0:00:00,"C99","T07","F",1/10/1989 0:00:00,"L","Removed"
2/4/1981 0:00:00,"C99","T16","M",2/23/1989 0:00:00,"L","Dead"
2/4/1981 0:00:00,"C99","26E","M",2/13/1995 0:00:00,"R","Removed"
2/4/1981 0:00:00,"C99","40H","F",1/16/1997 0:00:00,"C","Removed"
2/4/1981 0:00:00,"C99","12J","M",12/11/1997 0:00:00,"G","Removed"
2/4/1981 0:00:00,"C99","75I","M",1/5/1998 0:00:00,"D","Removed"
2/4/1981 0:00:00,"C99","95K","M",12/3/1998 0:00:00,"G","Dead"
2/4/1981 0:00:00,"C99","18L","M",12/16/1998 0:00:00,"D","Removed"
2/4/1981 0:00:00,"C99","57K","F",12/20/1998 0:00:00,"G","Dead"
2/8/1981 0:00:00,"C60","X81","M",12/19/1990 0:00:00,"R","Dead"
2/8/1981 0:00:00,"C84","T86","F",2/17/1990 0:00:00,"S","Removed"
2/8/1981 0:00:00,"D68","X57","M",1/15/1991 0:00:00,"S","Removed"
2/8/1981 0:00:00,"D68","Z00","M",2/21/1992 0:00:00,"F","Dead"
2/17/1981 0:00:00,"C77","O65","M",2/6/1988 0:00:00,"S","Removed"
2/17/1981 0:00:00,"C77","S07","M",1/2/1989 0:00:00,"S","Dead"
2/17/1981 0:00:00,"C77","S55","F",1/18/1989 0:00:00,"R","Removed"
2/21/1981 0:00:00,"C98","N05","F",2/8/1987 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","O70","F",2/7/1988 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","R64","F",2/27/1989 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","R71","F",3/25/1989 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","V45","M",1/16/1990 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","T88","M",5/19/1990 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","X86","F",12/7/1990 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","V81","F",12/21/1990 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","Z50","M",12/28/1991 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","Z15","F",1/15/1992 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","21B","M",12/24/1992 0:00:00,"W","Dead"
2/21/1981 0:00:00,"C98","51C","M",12/7/1993 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","60C","M",1/21/1994 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","72D","M",1/24/1995 0:00:00,"F","Removed"
2/21/1981 0:00:00,"C98","90D","F",1/31/1995 0:00:00,"F","Dead"
2/21/1981 0:00:00,"C98","69G","M",1/12/1997 0:00:00,"S","Removed"
3/14/1981 0:00:00,"C78","J81","M",2/9/1986 0:00:00,"L","Dead"
3/14/1981 0:00:00,"C78","O35","F",12/30/1987 0:00:00,"S","Dead"
3/14/1981 0:00:00,"C78","S20","M",1/16/1989 0:00:00,"R","Removed"
